Latitude,Longitude
[26.03703683],[-80.23573013]
[25.81529792],[-80.234066]
[25.68003857],[-80.4122708]
[25.73863408],[-80.31829089]
[25.9696281],[-80.37016678]
[25.80181427],[-80.2878453]
[26.06274034],[-80.23459406]
[25.99310517],[-80.39614785]
[25.62497736],[-80.42054819]
[25.65815356],[-80.38313054]
[25.77289197],[-80.33026811]
[25.63701585],[-80.44190388]
[25.95108854],[-80.31497847]
[26.06945941],[-80.36542831]
[25.51998754],[-80.51943959]
[25.67347183],[-80.46261957]
[25.87396585],[-80.3696571]
[25.84327458],[-80.3517184]
[25.59939451],[-80.48989653]
[25.75917805],[-80.25849186]
[25.98931981],[-80.30626014]
[26.00356787],[-80.36240172]
[25.93055397],[-80.31660779]
[25.909181],[-80.22923865]
[25.75771667],[-80.43910062]
[25.92033677],[-80.31367324]
[25.69298999],[-80.2930576]
[25.77453108],[-80.36867189]
[25.54232145],[-80.38587188]
[25.84131095],[-80.34530819]
[25.81787221],[-80.36108798]
[25.72919344],[-80.330732]
[25.82743731],[-80.35857463]
[25.58226963],[-80.34695834]
[25.94288102],[-80.19884469]
[25.6701057],[-80.42091435]
[26.10596978],[-80.23069736]
[25.83453092],[-80.35753884]
[25.76464433],[-80.41678269]
[25.88193285],[-80.35595623]
[25.53201],[-80.36515725]
[25.5480166],[-80.44691322]
[25.83239767],[-80.25626166]
[25.78203219],[-80.24331216]
[25.7319503],[-80.45071692]
[25.64324229],[-80.37319111]
[26.0148828],[-80.38674532]
[25.85222184],[-80.31109165]
[25.546131],[-80.53631478]
[25.83791831],[-80.2578712]
[25.46420823],[-80.45950755]
[25.73364795],[-80.40212065]
[25.65289019],[-80.42087775]
[25.67730768],[-80.35678781]
[25.81841197],[-80.32630399]
[25.91335729],[-80.34614803]
[25.70107938],[-80.26146031]
[26.09723631],[-80.37664335]
[25.58417407],[-80.34638477]
[26.18267781],[-80.29483622]
[25.57058001],[-80.46792533]
[25.69072724],[-80.40227839]
[25.80809817],[-80.35700934]
[25.67826816],[-80.31180627]
[25.88594602],[-80.35833509]
[25.9804471],[-80.34772055]
[25.72671222],[-80.42687216]
[25.75798637],[-80.2101338]
[25.63953845],[-80.45125633]
[25.56620571],[-80.47880856]
[26.06716336],[-80.35776739]
[25.81837793],[-80.2614183]
[25.58155907],[-80.34972025]
[25.75112841],[-80.39119803]
[25.63029164],[-80.36420986]
[25.88394918],[-80.26105188]
[25.68614463],[-80.35196907]
[25.55930583],[-80.46037035]
[25.86329543],[-80.34339084]
[25.84816234],[-80.25402551]
[25.78482536],[-80.40001699]
[25.64025991],[-80.4029626]
[26.05695761],[-80.34676341]
[25.71889756],[-80.33759297]
[25.85769818],[-80.18027501]
[25.96881735],[-80.36644754]
[25.69536671],[-80.43251339]
[26.03369123],[-80.37565441]
[25.74594421],[-80.33047565]
[25.69481688],[-80.2676807]
[25.84013145],[-80.12133595]
[25.86730263],[-80.33105152]
[25.81520161],[-80.12498964]
[25.87591088],[-80.37462739]
[25.85980445],[-80.32838275]
[25.81885923],[-80.13186272]
[26.1168555],[-80.33226939]
[25.92721686],[-80.34290674]
[25.92468367],[-80.2267858]
[25.99760342],[-80.30225002]
[25.85837193],[-80.34436867]
[25.68616842],[-80.38338416]
[25.99230917],[-80.33603657]
[26.00752373],[-80.28760473]
[25.75047568],[-80.37241806]
[25.61967782],[-80.36323257]
[25.91665564],[-80.36432766]
[25.97667218],[-80.2196916]
[26.00782369],[-80.27540263]
[25.72514036],[-80.4650624]
[25.86342767],[-80.36036668]
[25.59623975],[-80.36369983]
[25.59422967],[-80.4525502]
[25.67038778],[-80.39846986]
[25.64062989],[-80.42767074]
[25.93417846],[-80.35106564]
[25.99753506],[-80.31956413]
[25.94277732],[-80.15036412]
[25.8405494],[-80.30519021]
[25.55957983],[-80.38021991]
[25.53614978],[-80.34773522]
[26.13061466],[-80.31914507]
[25.47939645],[-80.44583282]
[26.06550641],[-80.38638936]
[25.55178978],[-80.54024145]
[25.93059111],[-80.26595442]
[25.66241189],[-80.43938393]
[25.72111448],[-80.46086868]
[25.84561163],[-80.36119509]
[25.82764935],[-80.32824318]
[25.76280192],[-80.43844355]
[25.75955362],[-80.29489308]
[25.59695534],[-80.41740294]
[25.9237257],[-80.2040346]
[25.6936746],[-80.26252822]
[26.1296997],[-80.24993473]
[25.67813802],[-80.31400455]
[25.86919071],[-80.35518922]
[25.72504069],[-80.42883724]
[25.7892596],[-80.3474846]
[25.61220324],[-80.46965032]
[25.61503618],[-80.3624064]
[26.09919176],[-80.3678315]
[25.91531837],[-80.31336827]
[26.10186653],[-80.2571287]
[26.01062908],[-80.20196311]
[25.52910047],[-80.38169747]
[25.78581288],[-80.26602101]
[25.90699554],[-80.28838377]
[26.02599044],[-80.29236742]
[25.9566114],[-80.34032306]
[25.48751557],[-80.42602578]
[25.76451439],[-80.36131908]
[26.00132667],[-80.36468235]
[25.79548459],[-80.38364393]
[25.86802854],[-80.35240065]
[25.75577368],[-80.41333563]
[25.89164308],[-80.37742964]
[25.59487842],[-80.51353246]
[25.60979083],[-80.44624194]
[25.76997304],[-80.37393408]
[25.65522362],[-80.45221405]
[25.68767837],[-80.32561331]
[25.86951638],[-80.38678212]
[25.70397763],[-80.43895953]
[26.00804896],[-80.12877394]
[25.61486816],[-80.46103994]
[25.8166232],[-80.31371719]
[25.50429801],[-80.50980775]
[26.08447934],[-80.33704351]
[26.0373813],[-80.34194617]
[25.56463794],[-80.33817095]
[26.00714521],[-80.38746143]
[26.06244317],[-80.28534546]
[25.56126377],[-80.35171401]
[25.93966165],[-80.18450837]
[25.78879962],[-80.22452826]
[25.50880705],[-80.37377052]
[25.69417131],[-80.31416353]
[25.76557955],[-80.27078564]
[25.77360292],[-80.36496376]
[26.14194826],[-80.22451712]
[25.92753415],[-80.28068828]
[25.91348394],[-80.34010309]
[25.84406632],[-80.34291188]
[26.02919135],[-80.28441313]
[25.83841565],[-80.3665004]
[25.98248967],[-80.1808835]
[25.74018986],[-80.39537188]
[25.73239239],[-80.30813453]
[25.77607928],[-80.20920757]
[25.92579312],[-80.31475392]
[25.45390983],[-80.53549952]
[25.87425994],[-80.22685018]
[25.79587224],[-80.37392697]
[25.61270821],[-80.41091216]
[25.71662249],[-80.40688428]
[25.89079401],[-80.17941369]
[25.85874699],[-80.22347983]
[25.64794309],[-80.29447008]
[25.991703],[-80.17804043]
[25.93445955],[-80.20356632]
[25.94330408],[-80.23372752]
[25.77409698],[-80.28715436]
[26.03735232],[-80.29146084]
[25.68903257],[-80.32517181]
[25.5424189],[-80.40140185]
[25.70637669],[-80.30211241]
[25.89085583],[-80.35934788]
[26.22108922],[-80.17204595]
[25.67644732],[-80.46277894]
[25.71204717],[-80.42770636]
[26.00980105],[-80.3180559]
[25.5502483],[-80.4219463]
[26.02967761],[-80.28581122]
[25.77463198],[-80.32242439]
[25.56716762],[-80.42606575]
[25.63814809],[-80.44881562]
[25.49823875],[-80.49173902]
[26.24260477],[-80.11803594]
[25.67817771],[-80.30835668]
[25.74961193],[-80.33606469]
[25.85332499],[-80.29368521]
[25.83090943],[-80.38892937]
[25.68021231],[-80.33574921]
[25.87867586],[-80.38965246]
[25.56141818],[-80.46067478]
[25.82595416],[-80.33694402]
[25.70225869],[-80.41341967]
[26.18133721],[-80.18024931]
[26.03327957],[-80.3933694]
[25.90877371],[-80.3581268]
[26.1283651],[-80.24314764]
[25.93401231],[-80.12288204]
[25.68356293],[-80.31409212]
[25.66640791],[-80.38001101]
[25.69000352],[-80.30734002]
[25.7759818],[-80.31218252]
[25.89247705],[-80.24146925]
[25.66678765],[-80.43297117]
[25.60503925],[-80.39103355]
[25.9674214],[-80.21541206]
[25.65581182],[-80.41766074]
[25.71487524],[-80.45529397]
[25.5722537],[-80.34876235]
[25.82093329],[-80.29067632]
[25.70243758],[-80.32298742]
[25.8050326],[-80.20426823]
[26.17772464],[-80.21064312]
[25.65913714],[-80.37031876]
[26.08967367],[-80.12218534]
[26.09675676],[-80.25016094]
[25.94323611],[-80.31834932]
[25.64262713],[-80.32737972]
[25.71877448],[-80.36336144]
[25.770664],[-80.33695634]
[25.90170995],[-80.18798385]
[25.99578712],[-80.21688952]
[25.94793506],[-80.30479736]
[25.52092069],[-80.3688326]
[25.6066884],[-80.33136072]
[25.65445466],[-80.35912958]
[26.08296576],[-80.22745937]
[25.75511064],[-80.22637669]
[25.95292624],[-80.35649334]
[26.08268574],[-80.40026868]
[25.79791884],[-80.35621662]
[25.93240011],[-80.33705564]
[26.09418977],[-80.30125522]
[25.67436731],[-80.45588765]
[25.91193245],[-80.38346786]
[25.87798754],[-80.36797405]
[25.68955439],[-80.28391047]
[25.72590235],[-80.35366545]
[25.7930362],[-80.34088874]
[25.63382635],[-80.36364906]
[26.11215045],[-80.24005198]
[25.89691915],[-80.27875504]
[25.832202],[-80.3171977]
[26.24725513],[-80.22937513]
[25.76350574],[-80.28173195]
[25.5756796],[-80.45443884]
[25.67310994],[-80.38542227]
[25.8450835],[-80.22129991]
[25.86780273],[-80.30071416]
[25.87367893],[-80.30280363]
[25.84063101],[-80.30780623]
[25.61733827],[-80.33979878]
[25.67356248],[-80.45490308]
[26.04193904],[-80.28968619]
[25.74019193],[-80.2207346]
[25.72628262],[-80.44322916]
[25.55455254],[-80.42697197]
[25.65266486],[-80.34228726]
[25.76955626],[-80.22090991]
[25.66938251],[-80.3274282]
[25.92280488],[-80.30351871]
[25.72992057],[-80.44441489]
[25.54458907],[-80.43999109]
[25.92253403],[-80.35907005]
[25.80680207],[-80.27874006]
[25.65885738],[-80.4143002]
[26.03174296],[-80.33517914]
[25.63396322],[-80.35463512]
[26.05650863],[-80.16330125]
[25.87680856],[-80.37434847]
[25.7366972],[-80.33843021]
[26.07037147],[-80.38071586]
[25.80893362],[-80.36380109]
[25.51865338],[-80.54545612]
[26.02279731],[-80.40019859]
[25.97402937],[-80.31680434]
[25.93180257],[-80.23293441]
[25.98234738],[-80.18831488]
[25.92797007],[-80.33673312]
[26.11764047],[-80.10704453]
[26.07760247],[-80.40601223]
[25.555325],[-80.3526144]
[25.82637864],[-80.38725934]
[25.98079602],[-80.35711213]
[26.00268068],[-80.2166306]
[25.99892215],[-80.34786417]
[25.73947061],[-80.38986328]
[25.69076066],[-80.34573436]
[25.7538552],[-80.35089128]
[25.8873443],[-80.22068607]
[25.93073799],[-80.37480621]
[26.14529961],[-80.25586909]
[25.61018759],[-80.42133381]
[25.73691396],[-80.27324803]
[25.89515241],[-80.33010243]
[25.70062661],[-80.39154505]
[25.71055531],[-80.40737174]
[26.04587856],[-80.2662755]
[25.50864438],[-80.39704399]
[25.6277491],[-80.36097304]
[25.74166809],[-80.37975769]
[25.60502443],[-80.38950932]
[25.9261429],[-80.3294087]
[25.82937675],[-80.36760806]
[25.77066145],[-80.40877754]
[25.7290534],[-80.33695335]
[26.01807132],[-80.37970443]
[25.57305459],[-80.41193767]
[26.04668981],[-80.37021051]
[25.58362702],[-80.47549837]
[25.77343145],[-80.27455695]
[25.56531515],[-80.34457931]
[25.85803701],[-80.38882981]
[25.93055613],[-80.16128784]
[25.65807671],[-80.45141237]
[25.67175096],[-80.41900139]
[25.89156344],[-80.3191813]
[25.90408117],[-80.37734004]
[25.75642886],[-80.43749015]
[26.08718068],[-80.39693306]
[25.64591315],[-80.4210764]
[25.82560374],[-80.28872815]
[25.87239383],[-80.30663074]
[25.88521354],[-80.31886385]
[25.64142291],[-80.3931076]
[26.01631829],[-80.28359014]
[26.31614456],[-80.20168181]
[25.49923048],[-80.40359725]
[25.96658779],[-80.3380015]
[26.07968984],[-80.29945805]
[25.84345787],[-80.313388]
[26.0740401],[-80.24945748]
[25.67919593],[-80.43842644]
[26.18540436],[-80.25593023]
[25.83642596],[-80.38763999]
[25.75114248],[-80.41962704]
[25.75005732],[-80.44295422]
[25.88919947],[-80.24651528]
[25.68007713],[-80.4051823]
[25.80217564],[-80.29211843]
[25.93630867],[-80.33767585]
[25.76249908],[-80.34695251]
[25.58612024],[-80.32620315]
[25.50696326],[-80.47958248]
[25.64169274],[-80.29839281]
[25.59772671],[-80.34620978]
[25.70609262],[-80.38528309]
[25.76917193],[-80.34106338]
[25.70987293],[-80.4191238]
[25.69504398],[-80.25261101]
[25.67012798],[-80.33566939]
[25.82205454],[-80.3532061]
[25.69470622],[-80.29398104]
[25.53969163],[-80.38779219]
[25.94519352],[-80.31406879]
[25.58309513],[-80.46571992]
[25.88023401],[-80.33899705]
[25.69656833],[-80.3590981]
[25.75167981],[-80.27748427]
[25.66346499],[-80.32230764]
[25.64536239],[-80.44005373]
[25.69672816],[-80.44334024]
[25.84139435],[-80.1858883]
[25.96683893],[-80.2625546]
[25.60188429],[-80.38578732]
[25.6229207],[-80.4466131]
[25.78803827],[-80.23842389]
[25.7603879],[-80.25781163]
[25.73000811],[-80.39082864]
[25.69596404],[-80.44715637]
[25.58011781],[-80.42312767]
[25.88606791],[-80.3822655]
[25.46893056],[-80.45909797]
[25.67578654],[-80.46079451]
[25.59834482],[-80.33625849]
[25.63728778],[-80.40847138]
[25.95372197],[-80.22922578]
[25.60494375],[-80.38119133]
[25.85648401],[-80.31578609]
[25.72639684],[-80.43569684]
[25.70639507],[-80.28584698]
[25.67012885],[-80.36184574]
[25.95828144],[-80.30889397]
[25.95699572],[-80.17707098]
[25.56119761],[-80.42847779]
[26.13063962],[-80.25333881]
[25.69920992],[-80.30745762]
[25.72942225],[-80.39817619]
[25.79092694],[-80.18683162]
[25.85871571],[-80.19499542]
[25.71318103],[-80.39793553]
[25.87533638],[-80.38110693]
[25.68703243],[-80.33703925]
[25.75008713],[-80.33919675]
[26.25477302],[-80.27286079]
[25.75499216],[-80.37549343]
[25.97236619],[-80.36764074]
[25.78957959],[-80.34207759]
[25.71981531],[-80.35803238]
[25.60359261],[-80.5121775]
[25.91039536],[-80.32216554]
[26.11262512],[-80.28323444]
[25.67297238],[-80.42874166]
[25.59591383],[-80.43350474]
[25.79049697],[-80.21764963]
[25.97181157],[-80.22276703]
[26.07948977],[-80.29411654]
[25.79599333],[-80.27899294]
[25.69757229],[-80.45522165]
[26.0082102],[-80.33616488]
[25.72595204],[-80.36149665]
[25.74394811],[-80.44200833]
[25.45673003],[-80.44979373]
[25.7387922],[-80.38581165]
[25.70595187],[-80.42431592]
[25.4950452],[-80.45735929]
[25.99416416],[-80.33379927]
[25.67400556],[-80.45850424]
[25.93623644],[-80.315105]
[26.23860054],[-80.14879623]
[25.90122448],[-80.31463054]
[25.97947191],[-80.14133681]
[25.65358079],[-80.39413203]
[25.68440771],[-80.378197]
[25.58159581],[-80.45609333]
[25.58158495],[-80.46193032]
[25.81005708],[-80.33696518]
[25.79933467],[-80.24065059]
[25.609918],[-80.37755866]
[25.70167884],[-80.3466238]
[25.75681538],[-80.3917965]
[26.06430205],[-80.28006165]
[25.49728237],[-80.38557873]
[25.72204573],[-80.37999086]
[25.78535069],[-80.22448877]
[25.56227645],[-80.34356038]
[25.90362685],[-80.15746597]
[25.68492163],[-80.4320315]
[25.83540333],[-80.20471096]
[25.76616531],[-80.40451238]
[25.9651039],[-80.30499998]
[25.59757534],[-80.35619593]
[25.88068291],[-80.3664358]
[25.74918065],[-80.40990127]
[25.82151997],[-80.20088258]
[25.84576384],[-80.22926221]
[25.87077571],[-80.34898968]
[25.64926513],[-80.43222504]
[25.60058166],[-80.48795093]
[25.87938619],[-80.23415439]
[25.53335504],[-80.43824639]
[25.98882662],[-80.40762932]
[25.72808813],[-80.23859848]
[26.05312418],[-80.328306]
[25.66154774],[-80.35865767]
[25.83359585],[-80.36022818]
[25.72014662],[-80.46233079]
[25.88511564],[-80.38396481]
[25.90715966],[-80.18458001]
[25.68936892],[-80.36810634]
[25.64107067],[-80.35641647]
[25.871605],[-80.26772078]
[25.88155732],[-80.2240242]
[26.009337],[-80.20578961]
[25.88156032],[-80.2152489]
[25.78172762],[-80.247532]
[25.63759649],[-80.33323705]
[25.87004461],[-80.25187182]
[25.77788725],[-80.2322445]
[25.7365068],[-80.37339725]
[25.62327376],[-80.44612887]
[25.64253525],[-80.43823831]
[25.72073239],[-80.37376599]
[25.49105722],[-80.43041915]
[26.18389634],[-80.2643962]
[25.54334603],[-80.36344779]
[25.8060909],[-80.26426045]
[25.88843438],[-80.34012219]
[25.90252261],[-80.27463875]
[26.00655676],[-80.27376449]
[25.79602559],[-80.34136923]
[26.19619005],[-80.20489354]
[26.01372213],[-80.20974597]
[25.82320645],[-80.39542132]
[25.73318111],[-80.34290836]
[25.76692071],[-80.32944957]
[25.630906],[-80.41455205]
[25.55761529],[-80.46700625]
[25.62238626],[-80.35351624]
[25.83924435],[-80.34547291]
[25.46927015],[-80.42383761]
[25.80472319],[-80.37291959]
[25.74662812],[-80.31801858]
[25.73572409],[-80.27045308]
[25.76033734],[-80.2224513]
[25.73676501],[-80.38720917]
[25.96094696],[-80.21135535]
[25.49993023],[-80.40593345]
[26.01821682],[-80.36161365]
[25.68253122],[-80.36610801]
[25.89258112],[-80.35737981]
[25.80459214],[-80.31699401]
[25.98035713],[-80.34695794]
[25.9667254],[-80.23662004]
[25.69540225],[-80.44214236]
[25.77915733],[-80.39587043]
[25.72332756],[-80.2581553]
[25.64560667],[-80.33310926]
[25.84818215],[-80.36440121]
[25.86608545],[-80.21260798]
[25.72586437],[-80.44392203]
[25.78970112],[-80.20016198]
[25.79072837],[-80.26733834]
[25.54195617],[-80.37577738]
[25.7471855],[-80.27796337]
[25.7948276],[-80.31829801]
[25.8054597],[-80.33437587]
[25.87965831],[-80.18690464]
[25.73051664],[-80.45139793]
[25.88951414],[-80.38799385]
[25.84462026],[-80.38404617]
[25.88999658],[-80.35889893]
[25.58682617],[-80.41386938]
[25.75007695],[-80.34791919]
[25.68747091],[-80.45496169]
[25.65029958],[-80.31454377]
[25.54452428],[-80.38294955]
[25.58675642],[-80.41841623]
[25.82292784],[-80.22696368]
[26.05300404],[-80.2384582]
[25.61596383],[-80.38067444]
[25.8504975],[-80.2811801]
[26.07823944],[-80.2352899]
[25.4442868],[-80.53574474]
[26.03111891],[-80.33338305]
[25.89116248],[-80.39561245]
[25.7525336],[-80.32375765]
[25.74213063],[-80.4551418]
[25.74694335],[-80.38813544]
[25.62149361],[-80.38591138]
[25.58248219],[-80.45662633]
[25.63433941],[-80.43908045]
[25.60689191],[-80.36007725]
[25.92703392],[-80.2185993]
[25.76573064],[-80.24722847]
[26.04480778],[-80.23714776]
[25.64516755],[-80.31855635]
[25.97734538],[-80.39911776]
[25.78334332],[-80.33524986]
[26.14971319],[-80.28422379]
[25.67130016],[-80.32328912]
[25.84699542],[-80.3900899]
[25.65127671],[-80.30782643]
[25.70097866],[-80.44295035]
[25.48124607],[-80.45324743]
[25.81205303],[-80.26531366]
[25.80942038],[-80.31938015]
[25.93046758],[-80.34896166]
[26.02240508],[-80.38816202]
[25.7332506],[-80.30082807]
[25.8914115],[-80.21895396]
[25.45560041],[-80.51171356]
[26.01223702],[-80.37580198]
[25.79385255],[-80.22978053]
[25.54924316],[-80.44988957]
[25.62066117],[-80.39406185]
[25.83748567],[-80.26636177]
[25.58645962],[-80.50368625]
[25.85431228],[-80.21484457]
[25.56558453],[-80.40788341]
[25.76330979],[-80.27962406]
[25.90504564],[-80.2687699]
[25.65520525],[-80.36505902]
[25.46740708],[-80.43708926]
[25.91317004],[-80.30011728]
[25.66131702],[-80.32411609]
[25.69564699],[-80.25787135]
[25.76518272],[-80.19552089]
[25.98946031],[-80.39332404]
[25.80010908],[-80.19527928]
[25.67495154],[-80.36787037]
[25.68266912],[-80.31883003]
[25.69585824],[-80.4157063]
[25.67826876],[-80.41860883]
[25.8014907],[-80.32012055]
[25.7357142],[-80.4284273]
[26.10167869],[-80.38117028]
[25.64093806],[-80.37853265]
[25.65436203],[-80.38394881]
[25.83546363],[-80.31705276]
[26.03176679],[-80.14789954]
[26.03326191],[-80.28248228]
[25.6621844],[-80.36742429]
[25.81676311],[-80.27658548]
[25.67145372],[-80.29030915]
[25.72631573],[-80.27847634]
[25.64378553],[-80.39762704]
[25.8130348],[-80.3043703]
[25.49994417],[-80.42554551]
[25.83083999],[-80.24771955]
[25.83886262],[-80.23193197]
